PRODUCTID,PRODUCTNDC,NDCPACKAGECODE,PACKAGEDESCRIPTION
71214-0250_50c45523-1fb3-4b26-e054-00144ff88e88,71214-0250,71214-0250-1,10000 CAPSULE in 1 BAG (71214-0250-1)
71214-0667_50c45523-1fb3-4b26-e054-00144ff88e88,71214-0667,71214-0667-1,20000 CAPSULE in 1 BAG (71214-0667-1)
71214-0668_50c45523-1fb3-4b26-e054-00144ff88e88,71214-0668,71214-0668-1,10000 CAPSULE in 1 BAG (71214-0668-1)
71214-0669_50c45523-1fb3-4b26-e054-00144ff88e88,71214-0669,71214-0669-1,10000 CAPSULE in 1 BAG (71214-0669-1)
71214-0698_50c45523-1fb3-4b26-e054-00144ff88e88,71214-0698,71214-0698-1,10000 CAPSULE in 1 BAG (71214-0698-1)
71216-3005_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3005,71216-3005-1,1 BAG in 1 DRUM (71216-3005-1)  > 1 kg in 1 BAG
71216-3005_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3005,71216-3005-2,1 BAG in 1 DRUM (71216-3005-2)  > 5 kg in 1 BAG
71216-3005_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3005,71216-3005-3,1 BAG in 1 DRUM (71216-3005-3)  > 20 kg in 1 BAG
71216-3005_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3005,71216-3005-4,1 BAG in 1 DRUM (71216-3005-4)  > 25 kg in 1 BAG
71216-3006_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3006,71216-3006-1,1 BAG in 1 DRUM (71216-3006-1)  > 1 kg in 1 BAG
71216-3006_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3006,71216-3006-2,1 BAG in 1 DRUM (71216-3006-2)  > 5 kg in 1 BAG
71216-3006_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3006,71216-3006-3,1 BAG in 1 DRUM (71216-3006-3)  > 20 kg in 1 BAG
71216-3006_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3006,71216-3006-4,1 BAG in 1 DRUM (71216-3006-4)  > 25 kg in 1 BAG
71216-3006_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3006,71216-3006-5,2 CAN in 1 CARTON (71216-3006-5)  > 1 BAG in 1 CAN > 5 kg in 1 BAG
71216-3010_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3010,71216-3010-1,1 BAG in 1 DRUM (71216-3010-1)  > 1 kg in 1 BAG
71216-3010_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3010,71216-3010-2,1 BAG in 1 DRUM (71216-3010-2)  > 2 kg in 1 BAG
71216-3010_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3010,71216-3010-3,1 BAG in 1 DRUM (71216-3010-3)  > 5 kg in 1 BAG
71216-3010_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3010,71216-3010-4,1 BAG in 1 DRUM (71216-3010-4)  > 10 kg in 1 BAG
71216-3010_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3010,71216-3010-5,1 BAG in 1 BAG (71216-3010-5)  > 20 kg in 1 BAG
71216-3010_4a0aa6ca-6500-6268-e054-00144ff8d46c,71216-3010,71216-3010-6,1 BAG in 1 DRUM (71216-3010-6)  > 25 kg in 1 BAG
71232-000_48322497-e78a-179d-e054-00144ff88e88,71232-000,71232-000-01,100 g in 1 CONTAINER (71232-000-01)
71232-000_48322497-e78a-179d-e054-00144ff88e88,71232-000,71232-000-02,250 g in 1 CONTAINER (71232-000-02)
71232-000_48322497-e78a-179d-e054-00144ff88e88,71232-000,71232-000-05,500 g in 1 CONTAINER (71232-000-05)
71232-000_48322497-e78a-179d-e054-00144ff88e88,71232-000,71232-000-10,1000 g in 1 CONTAINER (71232-000-10)
71232-000_48322497-e78a-179d-e054-00144ff88e88,71232-000,71232-000-25,2500 g in 1 CONTAINER (71232-000-25)
71232-000_48322497-e78a-179d-e054-00144ff88e88,71232-000,71232-000-50,5000 g in 1 CONTAINER (71232-000-50)
71232-001_483298ff-b954-1fea-e054-00144ff8d46c,71232-001,71232-001-01,100 g in 1 CONTAINER (71232-001-01)
71232-001_483298ff-b954-1fea-e054-00144ff8d46c,71232-001,71232-001-02,250 g in 1 CONTAINER (71232-001-02)
71232-001_483298ff-b954-1fea-e054-00144ff8d46c,71232-001,71232-001-05,500 g in 1 CONTAINER (71232-001-05)
71232-001_483298ff-b954-1fea-e054-00144ff8d46c,71232-001,71232-001-10,1000 g in 1 CONTAINER (71232-001-10)
71232-001_483298ff-b954-1fea-e054-00144ff8d46c,71232-001,71232-001-25,2500 g in 1 CONTAINER (71232-001-25)
71232-001_483298ff-b954-1fea-e054-00144ff8d46c,71232-001,71232-001-50,5000 g in 1 CONTAINER (71232-001-50)
71232-002_48329ee2-d8e9-2179-e054-00144ff8d46c,71232-002,71232-002-01,100 g in 1 CONTAINER (71232-002-01)
71232-002_48329ee2-d8e9-2179-e054-00144ff8d46c,71232-002,71232-002-02,250 g in 1 CONTAINER (71232-002-02)
71232-002_48329ee2-d8e9-2179-e054-00144ff8d46c,71232-002,71232-002-05,500 g in 1 CONTAINER (71232-002-05)
71232-002_48329ee2-d8e9-2179-e054-00144ff8d46c,71232-002,71232-002-10,1000 g in 1 CONTAINER (71232-002-10)
71232-002_48329ee2-d8e9-2179-e054-00144ff8d46c,71232-002,71232-002-25,2500 g in 1 CONTAINER (71232-002-25)
71232-002_48329ee2-d8e9-2179-e054-00144ff8d46c,71232-002,71232-002-50,5000 g in 1 CONTAINER (71232-002-50)
71232-003_4833435a-46cd-368d-e054-00144ff88e88,71232-003,71232-003-01,100 g in 1 CONTAINER (71232-003-01)
71232-003_4833435a-46cd-368d-e054-00144ff88e88,71232-003,71232-003-02,250 g in 1 CONTAINER (71232-003-02)
71232-003_4833435a-46cd-368d-e054-00144ff88e88,71232-003,71232-003-05,500 g in 1 CONTAINER (71232-003-05)
71232-003_4833435a-46cd-368d-e054-00144ff88e88,71232-003,71232-003-10,1000 g in 1 CONTAINER (71232-003-10)
71232-003_4833435a-46cd-368d-e054-00144ff88e88,71232-003,71232-003-25,2500 g in 1 CONTAINER (71232-003-25)
71232-003_4833435a-46cd-368d-e054-00144ff88e88,71232-003,71232-003-50,5000 g in 1 CONTAINER (71232-003-50)
71232-004_48338703-b25e-5079-e054-00144ff8d46c,71232-004,71232-004-01,100 g in 1 CONTAINER (71232-004-01)
71232-004_48338703-b25e-5079-e054-00144ff8d46c,71232-004,71232-004-02,250 g in 1 CONTAINER (71232-004-02)
71232-004_48338703-b25e-5079-e054-00144ff8d46c,71232-004,71232-004-05,500 g in 1 CONTAINER (71232-004-05)
71232-004_48338703-b25e-5079-e054-00144ff8d46c,71232-004,71232-004-10,1000 g in 1 CONTAINER (71232-004-10)
71232-004_48338703-b25e-5079-e054-00144ff8d46c,71232-004,71232-004-25,2500 g in 1 CONTAINER (71232-004-25)
71232-004_48338703-b25e-5079-e054-00144ff8d46c,71232-004,71232-004-50,5000 g in 1 CONTAINER (71232-004-50)
71232-005_4833b0b1-33a1-59d4-e054-00144ff8d46c,71232-005,71232-005-01,100 g in 1 CONTAINER (71232-005-01)
71232-005_4833b0b1-33a1-59d4-e054-00144ff8d46c,71232-005,71232-005-02,250 g in 1 CONTAINER (71232-005-02)
71232-005_4833b0b1-33a1-59d4-e054-00144ff8d46c,71232-005,71232-005-05,500 g in 1 CONTAINER (71232-005-05)
71232-005_4833b0b1-33a1-59d4-e054-00144ff8d46c,71232-005,71232-005-10,1000 g in 1 CONTAINER (71232-005-10)
71232-005_4833b0b1-33a1-59d4-e054-00144ff8d46c,71232-005,71232-005-25,2500 g in 1 CONTAINER (71232-005-25)
71232-005_4833b0b1-33a1-59d4-e054-00144ff8d46c,71232-005,71232-005-50,5000 g in 1 CONTAINER (71232-005-50)
71232-006_4833b0b1-33bb-59d4-e054-00144ff8d46c,71232-006,71232-006-01,100 g in 1 CONTAINER (71232-006-01)
71232-006_4833b0b1-33bb-59d4-e054-00144ff8d46c,71232-006,71232-006-02,250 g in 1 CONTAINER (71232-006-02)
71232-006_4833b0b1-33bb-59d4-e054-00144ff8d46c,71232-006,71232-006-05,500 g in 1 CONTAINER (71232-006-05)
71232-006_4833b0b1-33bb-59d4-e054-00144ff8d46c,71232-006,71232-006-10,1000 g in 1 CONTAINER (71232-006-10)
71232-006_4833b0b1-33bb-59d4-e054-00144ff8d46c,71232-006,71232-006-25,2500 g in 1 CONTAINER (71232-006-25)
71232-006_4833b0b1-33bb-59d4-e054-00144ff8d46c,71232-006,71232-006-50,5000 g in 1 CONTAINER (71232-006-50)
71232-007_4833c5b9-64a6-5e0a-e054-00144ff8d46c,71232-007,71232-007-01,100 g in 1 CONTAINER (71232-007-01)
71232-007_4833c5b9-64a6-5e0a-e054-00144ff8d46c,71232-007,71232-007-02,250 g in 1 CONTAINER (71232-007-02)
71232-007_4833c5b9-64a6-5e0a-e054-00144ff8d46c,71232-007,71232-007-05,500 g in 1 CONTAINER (71232-007-05)
71232-007_4833c5b9-64a6-5e0a-e054-00144ff8d46c,71232-007,71232-007-10,1000 g in 1 CONTAINER (71232-007-10)
71232-007_4833c5b9-64a6-5e0a-e054-00144ff8d46c,71232-007,71232-007-25,2500 g in 1 CONTAINER (71232-007-25)
71232-007_4833c5b9-64a6-5e0a-e054-00144ff8d46c,71232-007,71232-007-50,5000 g in 1 CONTAINER (71232-007-50)
71232-008_4833e919-fadc-65a0-e054-00144ff8d46c,71232-008,71232-008-01,100 g in 1 CONTAINER (71232-008-01)
71232-008_4833e919-fadc-65a0-e054-00144ff8d46c,71232-008,71232-008-02,250 g in 1 CONTAINER (71232-008-02)
71232-008_4833e919-fadc-65a0-e054-00144ff8d46c,71232-008,71232-008-05,500 g in 1 CONTAINER (71232-008-05)
71232-008_4833e919-fadc-65a0-e054-00144ff8d46c,71232-008,71232-008-10,1000 g in 1 CONTAINER (71232-008-10)
71232-008_4833e919-fadc-65a0-e054-00144ff8d46c,71232-008,71232-008-25,2500 g in 1 CONTAINER (71232-008-25)
71232-008_4833e919-fadc-65a0-e054-00144ff8d46c,71232-008,71232-008-50,5000 g in 1 CONTAINER (71232-008-50)
71232-009_4833deea-a1a2-63b1-e054-00144ff8d46c,71232-009,71232-009-01,100 g in 1 CONTAINER (71232-009-01)
71232-009_4833deea-a1a2-63b1-e054-00144ff8d46c,71232-009,71232-009-02,250 g in 1 CONTAINER (71232-009-02)
71232-009_4833deea-a1a2-63b1-e054-00144ff8d46c,71232-009,71232-009-05,500 g in 1 CONTAINER (71232-009-05)
71232-009_4833deea-a1a2-63b1-e054-00144ff8d46c,71232-009,71232-009-10,1000 g in 1 CONTAINER (71232-009-10)
71232-009_4833deea-a1a2-63b1-e054-00144ff8d46c,71232-009,71232-009-25,2500 g in 1 CONTAINER (71232-009-25)
71232-009_4833deea-a1a2-63b1-e054-00144ff8d46c,71232-009,71232-009-50,5000 g in 1 CONTAINER (71232-009-50)
71232-010_4837202e-a775-418f-e054-00144ff88e88,71232-010,71232-010-01,100 g in 1 CONTAINER (71232-010-01)
71232-010_4837202e-a775-418f-e054-00144ff88e88,71232-010,71232-010-02,250 g in 1 CONTAINER (71232-010-02)
71232-010_4837202e-a775-418f-e054-00144ff88e88,71232-010,71232-010-05,500 g in 1 CONTAINER (71232-010-05)
71232-010_4837202e-a775-418f-e054-00144ff88e88,71232-010,71232-010-10,1000 g in 1 CONTAINER (71232-010-10)
71232-010_4837202e-a775-418f-e054-00144ff88e88,71232-010,71232-010-25,2500 g in 1 CONTAINER (71232-010-25)
71232-010_4837202e-a775-418f-e054-00144ff88e88,71232-010,71232-010-50,5000 g in 1 CONTAINER (71232-010-50)
71232-011_48343a4c-87f1-01a1-e054-00144ff8d46c,71232-011,71232-011-01,100 g in 1 CONTAINER (71232-011-01)
71232-011_48343a4c-87f1-01a1-e054-00144ff8d46c,71232-011,71232-011-02,250 g in 1 CONTAINER (71232-011-02)
71232-011_48343a4c-87f1-01a1-e054-00144ff8d46c,71232-011,71232-011-05,500 g in 1 CONTAINER (71232-011-05)
71232-011_48343a4c-87f1-01a1-e054-00144ff8d46c,71232-011,71232-011-10,1000 g in 1 CONTAINER (71232-011-10)
71232-011_48343a4c-87f1-01a1-e054-00144ff8d46c,71232-011,71232-011-25,2500 g in 1 CONTAINER (71232-011-25)
71232-011_48343a4c-87f1-01a1-e054-00144ff8d46c,71232-011,71232-011-50,5000 g in 1 CONTAINER (71232-011-50)
71232-013_4834a1e7-df81-156e-e054-00144ff8d46c,71232-013,71232-013-01,100 g in 1 CONTAINER (71232-013-01)
71232-013_4834a1e7-df81-156e-e054-00144ff8d46c,71232-013,71232-013-02,250 g in 1 CONTAINER (71232-013-02)
71232-013_4834a1e7-df81-156e-e054-00144ff8d46c,71232-013,71232-013-05,500 g in 1 CONTAINER (71232-013-05)
71232-013_4834a1e7-df81-156e-e054-00144ff8d46c,71232-013,71232-013-10,1000 g in 1 CONTAINER (71232-013-10)
71232-013_4834a1e7-df81-156e-e054-00144ff8d46c,71232-013,71232-013-25,2500 g in 1 CONTAINER (71232-013-25)
71232-013_4834a1e7-df81-156e-e054-00144ff8d46c,71232-013,71232-013-50,5000 g in 1 CONTAINER (71232-013-50)
71232-014_4834f1cd-75e2-2300-e054-00144ff8d46c,71232-014,71232-014-01,100 g in 1 CONTAINER (71232-014-01)
71232-014_4834f1cd-75e2-2300-e054-00144ff8d46c,71232-014,71232-014-02,250 g in 1 CONTAINER (71232-014-02)
71232-014_4834f1cd-75e2-2300-e054-00144ff8d46c,71232-014,71232-014-05,500 g in 1 CONTAINER (71232-014-05)
71232-014_4834f1cd-75e2-2300-e054-00144ff8d46c,71232-014,71232-014-10,1000 g in 1 CONTAINER (71232-014-10)
71232-014_4834f1cd-75e2-2300-e054-00144ff8d46c,71232-014,71232-014-25,2500 g in 1 CONTAINER (71232-014-25)
71232-014_4834f1cd-75e2-2300-e054-00144ff8d46c,71232-014,71232-014-50,5000 g in 1 CONTAINER (71232-014-50)
71232-015_4836db31-c8bf-3dc8-e054-00144ff88e88,71232-015,71232-015-01,100 g in 1 CONTAINER (71232-015-01)
71232-015_4836db31-c8bf-3dc8-e054-00144ff88e88,71232-015,71232-015-02,250 g in 1 CONTAINER (71232-015-02)
71232-015_4836db31-c8bf-3dc8-e054-00144ff88e88,71232-015,71232-015-05,500 g in 1 CONTAINER (71232-015-05)
71232-015_4836db31-c8bf-3dc8-e054-00144ff88e88,71232-015,71232-015-10,1000 g in 1 CONTAINER (71232-015-10)
71232-015_4836db31-c8bf-3dc8-e054-00144ff88e88,71232-015,71232-015-25,2500 g in 1 CONTAINER (71232-015-25)
71232-015_4836db31-c8bf-3dc8-e054-00144ff88e88,71232-015,71232-015-50,5000 g in 1 CONTAINER (71232-015-50)
71232-016_4836bab7-93b6-01bf-e054-00144ff8d46c,71232-016,71232-016-01,100 g in 1 CONTAINER (71232-016-01)
71232-016_4836bab7-93b6-01bf-e054-00144ff8d46c,71232-016,71232-016-02,250 g in 1 CONTAINER (71232-016-02)
71232-016_4836bab7-93b6-01bf-e054-00144ff8d46c,71232-016,71232-016-05,500 g in 1 CONTAINER (71232-016-05)
71232-016_4836bab7-93b6-01bf-e054-00144ff8d46c,71232-016,71232-016-10,1000 g in 1 CONTAINER (71232-016-10)
71232-016_4836bab7-93b6-01bf-e054-00144ff8d46c,71232-016,71232-016-25,2500 g in 1 CONTAINER (71232-016-25)
71232-016_4836bab7-93b6-01bf-e054-00144ff8d46c,71232-016,71232-016-50,5000 g in 1 CONTAINER (71232-016-50)
71232-017_4837455b-b4f9-4cd2-e054-00144ff88e88,71232-017,71232-017-01,100 g in 1 CONTAINER (71232-017-01)
71232-017_4837455b-b4f9-4cd2-e054-00144ff88e88,71232-017,71232-017-02,250 g in 1 CONTAINER (71232-017-02)
71232-017_4837455b-b4f9-4cd2-e054-00144ff88e88,71232-017,71232-017-05,500 g in 1 CONTAINER (71232-017-05)
71232-017_4837455b-b4f9-4cd2-e054-00144ff88e88,71232-017,71232-017-10,1000 g in 1 CONTAINER (71232-017-10)
71232-017_4837455b-b4f9-4cd2-e054-00144ff88e88,71232-017,71232-017-25,2500 g in 1 CONTAINER (71232-017-25)
71232-017_4837455b-b4f9-4cd2-e054-00144ff88e88,71232-017,71232-017-50,5000 g in 1 CONTAINER (71232-017-50)
71232-018_4837455b-b4ff-4cd2-e054-00144ff88e88,71232-018,71232-018-01,100 g in 1 CONTAINER (71232-018-01)
71232-018_4837455b-b4ff-4cd2-e054-00144ff88e88,71232-018,71232-018-02,250 g in 1 CONTAINER (71232-018-02)
71232-018_4837455b-b4ff-4cd2-e054-00144ff88e88,71232-018,71232-018-05,500 g in 1 CONTAINER (71232-018-05)
71232-018_4837455b-b4ff-4cd2-e054-00144ff88e88,71232-018,71232-018-10,1000 g in 1 CONTAINER (71232-018-10)
71232-018_4837455b-b4ff-4cd2-e054-00144ff88e88,71232-018,71232-018-25,2500 g in 1 CONTAINER (71232-018-25)
71232-018_4837455b-b4ff-4cd2-e054-00144ff88e88,71232-018,71232-018-50,5000 g in 1 CONTAINER (71232-018-50)
71232-019_48a8f2c7-6bbc-3f48-e054-00144ff8d46c,71232-019,71232-019-01,100 g in 1 CONTAINER (71232-019-01)
71232-019_48a8f2c7-6bbc-3f48-e054-00144ff8d46c,71232-019,71232-019-02,250 g in 1 CONTAINER (71232-019-02)
71232-019_48a8f2c7-6bbc-3f48-e054-00144ff8d46c,71232-019,71232-019-05,500 g in 1 CONTAINER (71232-019-05)
71232-019_48a8f2c7-6bbc-3f48-e054-00144ff8d46c,71232-019,71232-019-10,1000 g in 1 CONTAINER (71232-019-10)
71232-019_48a8f2c7-6bbc-3f48-e054-00144ff8d46c,71232-019,71232-019-25,2500 g in 1 CONTAINER (71232-019-25)
71232-019_48a8f2c7-6bbc-3f48-e054-00144ff8d46c,71232-019,71232-019-50,5000 g in 1 CONTAINER (71232-019-50)
71236-0001_49ad9a54-6bc1-2d1c-e054-00144ff8d46c,71236-0001,71236-0001-1,1 BAG in 1 DRUM (71236-0001-1)  > 1 BAG in 1 BAG > 25 kg in 1 BAG
71236-0002_49add520-867a-4744-e054-00144ff8d46c,71236-0002,71236-0002-1,1 BAG in 1 DRUM (71236-0002-1)  > 1 BAG in 1 BAG > 25 kg in 1 BAG
71236-0003_49ae03c6-6d0c-39aa-e054-00144ff88e88,71236-0003,71236-0003-1,1 BAG in 1 DRUM (71236-0003-1)  > 1 BAG in 1 BAG > 25 kg in 1 BAG
71255-123_513bd6c5-7c69-53ef-e054-00144ff88e88,71255-123,71255-123-51,15 kg in 1 PAIL (71255-123-51)
71255-124_513bd6c5-7c69-53ef-e054-00144ff88e88,71255-124,71255-124-51,15 kg in 1 PAIL (71255-124-51)
71255-125_513bd6c5-7c69-53ef-e054-00144ff88e88,71255-125,71255-125-51,15 kg in 1 PAIL (71255-125-51)
71255-126_513bd6c5-7c69-53ef-e054-00144ff88e88,71255-126,71255-126-01,1 kg in 1 PAIL (71255-126-01)
71255-127_52048019-cba4-3c3b-e054-00144ff88e88,71255-127,71255-127-51,15 kg in 1 PAIL (71255-127-51)
71255-128_52024e39-eb0b-230c-e054-00144ff8d46c,71255-128,71255-128-01,1 kg in 1 BOX (71255-128-01)
71277-0126_52f1d47a-9c5f-5b61-e054-00144ff88e88,71277-0126,71277-0126-1,25 kg in 1 DRUM (71277-0126-1)
71277-0126_52f1d47a-9c5f-5b61-e054-00144ff88e88,71277-0126,71277-0126-5,1 BAG in 1 BOX (71277-0126-5)  > 5 kg in 1 BAG
71279-123_49888885-06d6-1fcb-e054-00144ff88e88,71279-123,71279-123-01,25 kg in 1 DRUM (71279-123-01)
71292-123_499d0748-5396-678c-e054-00144ff8d46c,71292-123,71292-123-01,25 kg in 1 DRUM (71292-123-01)
71306-5250_4b2735bd-0be4-6aa1-e054-00144ff88e88,71306-5250,71306-5250-0,907 kg in 1 SUPERSACK (71306-5250-0)
71350-123_4b67b6e8-78f8-073b-e054-00144ff8d46c,71350-123,71350-123-01,25 kg in 1 DRUM (71350-123-01)
71362-001_24e1b52e-b967-4ac1-8fcf-e3c2338374f2,71362-001,71362-001-01,50 kg in 1 DRUM (71362-001-01)
71365-001_4c0a65eb-7fb1-540c-e054-00144ff8d46c,71365-001,71365-001-25,25 kg in 1 DRUM (71365-001-25)
71395-715_52de91fe-f0dc-3ae7-e054-00144ff8d46c,71395-715,71395-715-15,200 kg in 1 DRUM (71395-715-15)
71411-0001_5168bb8f-3da7-125e-e054-00144ff8d46c,71411-0001,71411-0001-1,2.5 kg in 1 CANISTER (71411-0001-1)
71411-0002_5168ee5d-6bcf-1930-e054-00144ff88e88,71411-0002,71411-0002-1,5 kg in 1 DRUM (71411-0002-1)
71411-0003_515ea2bf-1ddb-08e5-e054-00144ff8d46c,71411-0003,71411-0003-1,5 kg in 1 CANISTER (71411-0003-1)
71411-0004_515e00a5-cd11-5f3c-e054-00144ff8d46c,71411-0004,71411-0004-1,8 kg in 1 DRUM (71411-0004-1)
71411-0005_5168bb8f-3d0e-125e-e054-00144ff8d46c,71411-0005,71411-0005-1,2.5 kg in 1 CANISTER (71411-0005-1)
71417-001_0569bc83-2b2c-48d2-93fe-897bbbafdb56,71417-001,71417-001-01,25 kg in 1 DRUM (71417-001-01)
71417-001_0569bc83-2b2c-48d2-93fe-897bbbafdb56,71417-001,71417-001-02,180 kg in 1 DRUM (71417-001-02)
71417-001_0569bc83-2b2c-48d2-93fe-897bbbafdb56,71417-001,71417-001-03,200 kg in 1 DRUM (71417-001-03)
71448-0001_7ca84d29-d2d0-4d41-9e2d-9b9cd3d7eabe,71448-0001,71448-0001-1,1000 g in 1 DRUM (71448-0001-1)
71492-100_52f222b0-9fdc-3a9a-e054-00144ff8d46c,71492-100,71492-100-00,15 kg in 1 DRUM (71492-100-00)
71512-388_54110981-8f64-3bd0-e054-00144ff8d46c,71512-388,71512-388-00,25 kg in 1 DRUM (71512-388-00)
71514-010_52a4376c-fb93-2ff4-e054-00144ff88e88,71514-010,71514-010-25,25000 g in 1 BAG (71514-010-25)
71531-0629_55b25b08-9ae0-7377-e054-00144ff8d46c,71531-0629,71531-0629-1,25 kg in 1 DRUM (71531-0629-1)
71560-001_52a2ac94-f8be-35fb-e054-00144ff8d46c,71560-001,71560-001-01,27.98 kg in 1 CONTAINER (71560-001-01)
71561-0001_539ddf15-1190-117c-e054-00144ff8d46c,71561-0001,71561-0001-1,25 kg in 1 DRUM (71561-0001-1)
71561-0001_539ddf15-1190-117c-e054-00144ff8d46c,71561-0001,71561-0001-2,10 kg in 1 DRUM (71561-0001-2)
71561-0001_539ddf15-1190-117c-e054-00144ff8d46c,71561-0001,71561-0001-3,5 kg in 1 DRUM (71561-0001-3)
71562-070_5393c3f7-9f81-30e0-e054-00144ff88e88,71562-070,71562-070-91,8 VIAL in 1 PACKAGE (71562-070-91)  > 10 mL in 1 VIAL
71604-0001_55d5d83f-fa79-1347-e054-00144ff8d46c,71604-0001,71604-0001-1,1 BAG in 1 DRUM (71604-0001-1)  > 1 BAG in 1 BAG > 25 kg in 1 BAG
71625-2935_55acb130-6466-1d14-e054-00144ff8d46c,71625-2935,71625-2935-5,25 kg in 1 DRUM (71625-2935-5)
71628-001_598e0a8f-0c5f-4002-e053-2991aa0a7101,71628-001,71628-001-01,15 kg in 1 PACKAGE (71628-001-01)
71628-001_598e0a8f-0c5f-4002-e053-2991aa0a7101,71628-001,71628-001-02,30 kg in 1 PACKAGE (71628-001-02)
71639-101_d31dbbd7-02cb-40a0-985a-ef3e0020f8dd,71639-101,71639-101-01,1 kg in 1 PACKAGE (71639-101-01)
71639-101_d31dbbd7-02cb-40a0-985a-ef3e0020f8dd,71639-101,71639-101-10,10 kg in 1 DRUM (71639-101-10)
71639-101_d31dbbd7-02cb-40a0-985a-ef3e0020f8dd,71639-101,71639-101-25,25 kg in 1 DRUM (71639-101-25)
71639-101_d31dbbd7-02cb-40a0-985a-ef3e0020f8dd,71639-101,71639-101-50,50 kg in 1 DRUM (71639-101-50)
71660-0171_91ed3fcd-79b8-41cc-ac77-1fd1c1888e9f,71660-0171,71660-0171-1,100 g in 1 DRUM (71660-0171-1)
71686-0100_58b34d90-18da-1030-e053-2a91aa0a2ce3,71686-0100,71686-0100-0,150 kg in 1 DRUM (71686-0100-0)
71686-0100_58b34d90-18da-1030-e053-2a91aa0a2ce3,71686-0100,71686-0100-1,200 kg in 1 DRUM (71686-0100-1)
71686-0100_58b34d90-18da-1030-e053-2a91aa0a2ce3,71686-0100,71686-0100-2,500 kg in 1 DRUM (71686-0100-2)
71688-001_57e6cd1e-fdcf-099e-e053-2a91aa0af26e,71688-001,71688-001-01,10 kg in 1 DRUM (71688-001-01)
71689-001_58ecca57-eac9-419a-e053-2a91aa0a78a8,71689-001,71689-001-01,1 POUCH in 1 CONTAINER (71689-001-01)  > 1 kg in 1 POUCH
71708-111_649ea479-c154-4790-9a81-0e5caeb27567,71708-111,71708-111-01,200 L in 1 DRUM (71708-111-01)
71721-000_598e9af8-6295-6ef4-e053-2991aa0a0b18,71721-000,71721-000-00,19.7 kg in 1 CAN (71721-000-00)
75825-100_a10d81a3-3f48-478c-95f1-e3efd9821d34,75825-100,75825-100-00,20000 g in 1 DRUM (75825-100-00)
75839-000_53819024-8169-2139-e054-00144ff88e88,75839-000,75839-000-00,1 kg in 1 CONTAINER (75839-000-00)
75839-000_53819024-8169-2139-e054-00144ff88e88,75839-000,75839-000-05,5 kg in 1 CONTAINER (75839-000-05)
75839-006_55dfc385-03fe-35d5-e054-00144ff8d46c,75839-006,75839-006-05,500 g in 1 BOTTLE (75839-006-05)
75839-006_55dfc385-03fe-35d5-e054-00144ff8d46c,75839-006,75839-006-25,25 g in 1 BOTTLE (75839-006-25)
75839-006_55dfc385-03fe-35d5-e054-00144ff8d46c,75839-006,75839-006-50,50 g in 1 CONTAINER (75839-006-50)
75839-006_9b983460-7d30-43e4-a95e-baf221e4e483,75839-006,75839-006-00,100 g in 1 CONTAINER (75839-006-00)
75839-008_0b364f74-4eb4-49d6-bc9e-2569b17ca267,75839-008,75839-008-25,25 kg in 1 DRUM (75839-008-25)
75839-008_89fc5bff-b9e9-4eda-a6b4-f4d1fcb0076f,75839-008,75839-008-01,1 kg in 1 BOTTLE (75839-008-01)
75839-009_2fa0e154-598a-43f5-992d-e06d5943c0a8,75839-009,75839-009-05,5 kg in 1 BOTTLE (75839-009-05)
75839-010_528ec6b9-97e9-2d35-e054-00144ff8d46c,75839-010,75839-010-00,500 g in 1 BOTTLE (75839-010-00)
75839-010_528ec6b9-97e9-2d35-e054-00144ff8d46c,75839-010,75839-010-01,100 g in 1 BOTTLE (75839-010-01)
75839-011_428daeec-48ce-21c8-e054-00144ff8d46c,75839-011,75839-011-00,500 g in 1 CONTAINER (75839-011-00)
75839-011_428daeec-48ce-21c8-e054-00144ff8d46c,75839-011,75839-011-10,100 g in 1 CONTAINER (75839-011-10)
75839-012_54b25e02-e0ae-07ce-e054-00144ff88e88,75839-012,75839-012-10,100 g in 1 BOTTLE (75839-012-10)
75839-012_54b25e02-e0ae-07ce-e054-00144ff88e88,75839-012,75839-012-25,25 g in 1 BOTTLE (75839-012-25)
75839-014_5da93200-178b-485a-ae3c-57e34804723c,75839-014,75839-014-00,500 g in 1 BOTTLE (75839-014-00)
75839-015_e6b0e033-316d-48db-bf21-8b68f5ae84be,75839-015,75839-015-01,1 kg in 1 BOTTLE (75839-015-01)
75839-016_ed157a68-503b-4832-8994-471aa816f65d,75839-016,75839-016-00,500 g in 1 BOTTLE (75839-016-00)
